,Unnamed: 0,cust_id,activated_date,last_payment_date,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,fraud,Year_ad,Month,activated_datec,last_payment_datec,cash/credit_limit,Year_lpd
1601,1602,C11654,2019-11-25,2020-09-04,1191.6629070000001,1.0,979.92,849.92,130.0,0.0,0.75,0.416667,0.416667,0.0,0,18,4350.0,278.328435,470.064242,0.0,12,0,2019.0,11.0,2019-11,2020-09-04,0.0,2020.0
1602,1603,C11655,2019-11-25,2020-10-31,1552.772103,1.0,34.74,34.74,0.0,185.374726,0.1,0.1,0.0,0.2,3,1,3000.0,3125.652785,405.748783,0.0,10,0,2019.0,11.0,2019-11,2020-10-31,0.061791575333333335,2020.0
1603,1604,C11656,2019-11-25,2020-04-24,705.232653,1.0,1902.4,1669.8,232.6,0.0,1.0,1.0,0.833333,0.0,0,29,900.0,1941.9598469999999,618.2282230000001,0.0,12,0,2019.0,11.0,2019-11,2020-04-24,0.0,2020.0
1604,1605,C11657,2019-11-25,2020-07-23,3391.7021799999998,1.0,38902.71,33803.84,5098.87,0.0,1.0,1.0,1.0,0.0,0,195,18000.0,35843.62593,716.027656,1.0,12,1,2019.0,11.0,2019-11,2020-07-23,0.0,2020.0
1605,1606,C11658,2019-11-25,2020-09-07,1013.7285519999999,1.0,3209.62,2797.99,411.63,,1.0,0.583333,1.0,0.5,10,32,6000.0,4176.325274,327.352843,0.083333,12,0,2019.0,11.0,2019-11,2020-09-07,,2020.0
1606,1607,C11659,2019-11-25,2020-04-24,22.728166,0.818182,262.5,0.0,262.5,0.0,0.75,0.0,0.666667,0.0,0,14,3500.0,301.677275,164.479393,1.0,12,0,2019.0,11.0,2019-11,2020-04-24,0.0,2020.0
1607,1608,C11660,2019-11-25,2020-07-24,799.5184820000001,1.0,339.96,0.0,339.96,830.316783,1.0,0.0,1.0,0.25,4,12,1000.0,361.021723,415.996627,0.0,12,0,2019.0,11.0,2019-11,2020-07-24,0.830316783,2020.0
1608,1609,C11661,2019-11-25,2020-05-23,5344.347568,1.0,270.02,270.02,0.0,139.701781,0.083333,0.083333,0.0,0.166667,2,2,6000.0,1467.932074,2425.1977920000004,0.0,12,0,2019.0,11.0,2019-11,2020-05-23,0.02328363016666667,2020.0
1609,1610,C11662,2019-11-25,2020-10-10,350.378913,0.636364,3263.48,3263.48,0.0,0.0,0.583333,0.583333,0.0,0.0,0,25,7500.0,4547.760665,142.221091,1.0,12,0,2019.0,11.0,2019-11,2020-10-10,0.0,2020.0
1610,1611,C11663,2019-11-25,2020-07-09,2763.0494989999997,1.0,1921.85,1715.55,206.3,0.0,0.916667,0.5,0.666667,0.0,0,20,3050.0,1614.5512,2228.715586,0.0,12,0,2019.0,11.0,2019-11,2020-07-09,0.0,2020.0
1611,1612,C11664,2019-11-25,2020-06-07,4.383989,0.545455,96.5,0.0,96.5,0.0,0.5,0.0,0.416667,0.0,0,6,4500.0,217.14364300000003,66.78143399999999,1.0,12,0,2019.0,11.0,2019-11,2020-06-07,0.0,2020.0
1612,1613,C11666,2019-11-25,2020-10-23,4954.880195000001,1.0,281.31,0.0,281.31,3056.622746,0.416667,0.0,0.416667,0.166667,4,5,5500.0,1442.246195,1642.343531,0.0,12,0,2019.0,11.0,2019-11,2020-10-23,0.5557495901818181,2020.0
1613,1614,C11667,2019-11-25,2020-05-31,1670.1465779999999,0.727273,3420.97,3420.97,0.0,0.0,0.25,0.25,0.0,0.0,0,31,2700.0,1164.552612,1283.600242,0.125,12,0,2019.0,11.0,2019-11,2020-05-31,0.0,2020.0
1614,1615,C11668,2019-11-25,2020-10-11,1728.2759230000001,1.0,628.56,0.0,628.56,0.0,1.0,0.0,1.0,0.0,0,24,6000.0,1217.960916,440.321862,0.0,12,0,2019.0,11.0,2019-11,2020-10-11,0.0,2020.0
1615,1616,C11669,2019-11-26,2020-05-25,1034.5554849999999,1.0,5787.66,5093.0,694.66,0.0,0.833333,0.666667,0.75,0.0,0,63,2700.0,5651.2207659999995,263.619684,0.583333,12,0,2019.0,11.0,2019-11,2020-05-25,0.0,2020.0
1616,1617,C11670,2019-11-26,2020-09-22,502.65398200000004,1.0,4748.5,1845.75,2902.75,0.0,1.0,1.0,1.0,0.0,0,82,12000.0,4517.823754,205.244926,0.583333,12,0,2019.0,11.0,2019-11,2020-09-22,0.0,2020.0
1617,1618,C11671,2019-11-26,2020-08-31,1216.570617,1.0,5140.49,4882.68,257.81,,1.0,0.75,0.5,0.0,0,57,4500.0,5671.221415999999,366.088817,0.0,12,0,2019.0,11.0,2019-11,2020-08-31,,2020.0
1618,1619,C11672,2019-11-26,2020-09-01,7611.152584,1.0,3707.79,3707.79,0.0,0.0,0.666667,0.666667,0.0,0.0,0,57,12000.0,4610.460803,4441.612219,0.0,12,0,2019.0,11.0,2019-11,2020-09-01,0.0,2020.0
1619,1620,C11673,2019-11-26,2020-07-04,25.414572,1.0,262.92,262.92,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,13000.0,280.36713100000003,170.017741,0.636364,12,0,2019.0,11.0,2019-11,2020-07-04,0.0,2020.0
1620,1621,C11674,2019-11-26,2020-07-24,135.037323,1.0,270.0,0.0,270.0,0.0,0.272727,0.0,0.181818,0.0,0,3,3300.0,1760.310579,1471.250082,1.0,11,0,2019.0,11.0,2019-11,2020-07-24,0.0,2020.0
1621,1622,C11675,2019-11-26,2020-06-16,41.762859000000006,0.090909,0.0,0.0,0.0,1125.868686,0.0,0.0,0.0,0.083333,3,0,12000.0,0.0,,0.0,12,0,2019.0,11.0,2019-11,2020-06-16,0.0938223905,2020.0
1622,1623,C11676,2019-11-26,2020-06-23,1563.747179,1.0,801.46,601.46,200.0,1029.987801,0.583333,0.583333,0.083333,0.166667,2,17,4000.0,2282.161389,532.846119,0.0,12,0,2019.0,11.0,2019-11,2020-06-23,0.25749695025,2020.0
1623,1624,C11677,2019-11-26,2020-07-08,1044.273707,1.0,1463.84,255.0,1208.84,262.14716200000004,0.916667,0.416667,0.916667,0.083333,1,22,6700.0,2624.741492,373.79395800000003,0.0,12,0,2019.0,11.0,2019-11,2020-07-08,0.039126442089552245,2020.0
1624,1625,C11678,2019-11-26,2020-05-20,8159.168439,1.0,2453.07,1845.55,607.52,3278.461198,1.0,0.916667,1.0,0.25,3,42,15000.0,1698.958527,2137.8936559999997,0.0,12,0,2019.0,11.0,2019-11,2020-05-20,0.21856407986666668,2020.0
1625,1626,C11679,2019-11-26,2020-06-10,2403.75955,1.0,367.16,367.16,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,2600.0,687.263236,632.040291,0.0,12,0,2019.0,11.0,2019-11,2020-06-10,0.0,2020.0
1626,1627,C11680,2019-11-26,2020-10-08,2876.009336,1.0,152.61,152.61,0.0,3719.650168,0.333333,0.333333,0.0,1.166667,24,2,4000.0,248.342971,584.926336,0.0,6,0,2019.0,11.0,2019-11,2020-10-08,0.9299125420000001,2020.0
1627,1628,C11681,2019-11-26,2020-05-29,1237.6736019999998,0.727273,0.0,0.0,0.0,1962.749428,0.0,0.0,0.0,0.166667,3,0,2000.0,589.980487,514.792875,0.0,12,0,2019.0,11.0,2019-11,2020-05-29,0.9813747140000001,2020.0
1628,1629,C11682,2019-11-26,2020-08-09,283.30016,1.0,461.36,0.0,461.36,0.0,0.666667,0.0,0.666667,0.0,0,9,9000.0,526.087388,177.72139199999998,0.0,12,0,2019.0,11.0,2019-11,2020-08-09,0.0,2020.0
1629,1630,C11683,2019-11-26,2020-05-06,7339.943073,0.875,0.0,0.0,0.0,9123.485636,0.0,0.0,0.0,0.375,11,0,9000.0,1314.192386,2062.6364120000003,0.0,8,0,2019.0,11.0,2019-11,2020-05-06,1.0137206262222223,2020.0
1630,1631,C11684,2019-11-26,2020-10-07,1226.1221890000002,1.0,295.34,295.34,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,1200.0,439.233552,1282.187993,0.0,12,0,2019.0,11.0,2019-11,2020-10-07,0.0,2020.0
1631,1632,C11685,2019-11-26,2020-07-07,3515.039029,1.0,2924.08,1385.29,1538.79,7867.732492,1.0,0.333333,1.0,0.75,31,85,4000.0,10693.27843,1886.0567210000002,0.0,12,0,2019.0,11.0,2019-11,2020-07-07,1.966933123,2020.0
1632,1633,C11686,2019-11-26,2020-11-06,30.525356,0.454545,384.95,384.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,14500.0,498.165923,86.348345,0.272727,12,0,2019.0,11.0,2019-11,2020-11-06,0.0,2020.0
1633,1634,C11687,2019-11-26,2020-10-16,1283.280303,0.777778,0.0,0.0,0.0,5790.59647,0.0,0.0,0.0,0.666667,17,0,3000.0,4073.172497,270.25773599999997,0.0,9,0,2019.0,11.0,2019-11,2020-10-16,1.9301988233333334,2020.0
1634,1635,C11688,2019-11-26,2020-09-03,49.416158,0.727273,590.0,350.0,240.0,0.0,0.583333,0.083333,0.5,0.0,0,7,6000.0,836.812414,127.76846100000002,1.0,12,0,2019.0,11.0,2019-11,2020-09-03,0.0,2020.0
1635,1636,C11689,2019-11-26,2020-08-21,1621.035373,1.0,23.21,0.0,23.21,0.0,0.333333,0.0,0.333333,0.0,0,4,2000.0,500.515114,475.627205,0.0,12,0,2019.0,11.0,2019-11,2020-08-21,0.0,2020.0
1636,1637,C11690,2019-11-26,2020-07-19,1624.6511560000001,0.636364,0.0,0.0,0.0,2684.507978,0.0,0.0,0.0,0.166667,9,0,6000.0,894.813551,905.546225,0.0,12,0,2019.0,11.0,2019-11,2020-07-19,0.44741799633333335,2020.0
1637,1638,C11691,2019-11-26,2020-09-05,5269.7239899999995,1.0,682.57,669.47,13.1,0.0,0.416667,0.333333,0.083333,0.0,0,9,7000.0,1771.1720739999998,1336.751401,0.0,12,0,2019.0,11.0,2019-11,2020-09-05,0.0,2020.0
1638,1639,C11692,2019-11-26,2020-10-08,314.50791499999997,0.727273,3492.21,3195.21,297.0,0.0,0.583333,0.583333,0.166667,0.0,0,13,8500.0,4089.583027,152.41048500000002,0.833333,12,0,2019.0,11.0,2019-11,2020-10-08,0.0,2020.0
1639,1640,C11693,2019-11-26,2020-04-26,2150.212841,1.0,4096.08,3238.27,857.81,0.0,1.0,0.666667,0.833333,0.0,0,45,8500.0,587.669772,503.201988,0.0,12,0,2019.0,11.0,2019-11,2020-04-26,0.0,2020.0
1640,1641,C11694,2019-11-26,2020-06-27,891.620777,1.0,0.0,0.0,0.0,159.673475,0.0,0.0,0.0,0.166667,2,0,2000.0,593.110495,269.482212,0.0,12,0,2019.0,11.0,2019-11,2020-06-27,0.0798367375,2020.0
1641,1642,C11695,2019-11-26,2020-04-24,3454.094319,1.0,31299.35,19064.3,12235.05,0.0,1.0,0.666667,0.833333,0.0,0,121,7500.0,22542.58705,1193.03103,0.583333,12,1,2019.0,11.0,2019-11,2020-04-24,0.0,2020.0
1642,1643,C11696,2019-11-26,2020-09-03,86.905609,1.0,1106.4,0.0,1106.4,440.97263399999997,1.0,0.0,1.0,0.083333,1,12,2500.0,1538.001397,186.72608300000002,1.0,12,0,2019.0,11.0,2019-11,2020-09-03,0.17638905359999998,2020.0
1643,1644,C11697,2019-11-26,2020-06-19,1647.932117,1.0,0.0,0.0,0.0,93.690441,0.0,0.0,0.0,0.333333,4,0,1800.0,390.2023,717.310059,0.0,12,0,2019.0,11.0,2019-11,2020-06-19,0.052050245,2020.0
1644,1645,C11698,2019-11-26,2020-11-03,188.424847,1.0,1576.35,1063.85,512.5,0.0,0.833333,0.833333,0.333333,0.0,0,20,6500.0,1271.2335380000002,176.001997,0.25,12,0,2019.0,11.0,2019-11,2020-11-03,0.0,2020.0
1645,1646,C11699,2019-11-26,2020-04-30,1250.885289,1.0,892.19,363.85,528.34,0.0,0.416667,0.083333,0.416667,0.0,0,6,1800.0,461.63831799999997,296.027848,0.0,12,0,2019.0,11.0,2019-11,2020-04-30,0.0,2020.0
1646,1647,C11700,2019-11-26,2020-06-16,5148.625027,1.0,0.0,0.0,0.0,4042.791779,0.0,0.0,0.0,0.833333,16,0,6500.0,1274.6036199999999,1086.861867,0.0,12,0,2019.0,11.0,2019-11,2020-06-16,0.621967966,2020.0
1647,1648,C11701,2019-11-26,2020-09-19,3272.586986,1.0,1146.57,991.58,154.99,0.0,1.0,1.0,0.5,0.0,0,20,12000.0,1132.7053019999998,762.149727,0.0,12,0,2019.0,11.0,2019-11,2020-09-19,0.0,2020.0
1648,1649,C11702,2019-11-27,2020-05-27,1698.369764,0.818182,0.0,0.0,0.0,2253.381516,0.0,0.0,0.0,0.083333,2,0,4500.0,5512.8282229999995,696.9165360000001,0.11111099999999999,12,0,2019.0,11.0,2019-11,2020-05-27,0.5007514479999999,2020.0
1649,1650,C11703,2019-11-27,2020-10-10,246.86434599999998,1.0,2995.55,2301.11,694.44,0.0,1.0,0.75,1.0,0.0,0,35,6000.0,2734.138816,181.027921,0.916667,12,0,2019.0,11.0,2019-11,2020-10-10,0.0,2020.0
1650,1651,C11704,2019-11-27,2020-05-21,2004.914139,1.0,3628.29,1937.35,1690.94,0.0,1.0,0.916667,1.0,0.0,0,73,11500.0,1718.2209239999997,551.63308,0.0,12,0,2019.0,11.0,2019-11,2020-05-21,0.0,2020.0
1651,1652,C11705,2019-11-27,2020-10-03,10.703306,0.090909,0.0,0.0,0.0,575.193978,0.0,0.0,0.0,0.083333,1,0,1000.0,0.0,,0.0,12,0,2019.0,11.0,2019-11,2020-10-03,0.575193978,2020.0
1652,1653,C11706,2019-11-27,2020-10-18,1410.753575,1.0,588.85,399.85,189.0,1668.104809,0.583333,0.416667,0.25,0.75,23,13,4000.0,409.037304,379.58191,0.0,12,0,2019.0,11.0,2019-11,2020-10-18,0.41702620225,2020.0
1653,1654,C11707,2019-11-27,2020-07-21,2388.030134,1.0,3832.98,2004.03,1828.95,1441.065248,1.0,1.0,1.0,0.083333,1,90,11000.0,5990.3923700000005,600.8975690000001,0.083333,12,0,2019.0,11.0,2019-11,2020-07-21,0.13100593163636365,2020.0
1654,1655,C11708,2019-11-27,2020-09-14,96.109401,1.0,938.2,938.2,0.0,148.986635,1.0,1.0,0.0,0.083333,1,12,8000.0,3722.6542090000003,182.443604,0.416667,12,0,2019.0,11.0,2019-11,2020-09-14,0.018623329375,2020.0
1655,1656,C11709,2019-11-27,2020-04-23,8953.743398,1.0,254.85,83.97,170.88,0.0,0.333333,0.083333,0.25,0.0,0,5,12000.0,2105.588422,3520.422846,0.0,12,0,2019.0,11.0,2019-11,2020-04-23,0.0,2020.0
1656,1657,C11710,2019-11-27,2020-10-19,3414.977831,1.0,2219.55,1695.03,524.52,950.424076,0.916667,0.75,0.75,0.583333,10,33,5000.0,732.0813400000001,893.816089,0.0,12,0,2019.0,11.0,2019-11,2020-10-19,0.1900848152,2020.0
1657,1658,C11711,2019-11-27,2020-10-15,1039.88038,0.818182,93.24,0.0,93.24,5465.141893,1.0,0.0,0.916667,0.416667,5,12,5000.0,5293.6092659999995,290.479763,0.090909,12,0,2019.0,11.0,2019-11,2020-10-15,1.0930283786,2020.0
1658,1659,C11712,2019-11-27,2020-09-24,92.898327,1.0,546.0,46.0,500.0,0.0,0.5,0.083333,0.416667,0.0,0,7,6000.0,787.50992,173.630065,0.6,12,0,2019.0,11.0,2019-11,2020-09-24,0.0,2020.0
1659,1660,C11713,2019-11-27,2020-08-21,2885.068871,1.0,0.0,0.0,0.0,255.676579,0.0,0.0,0.0,0.25,3,0,3000.0,712.676699,618.776921,0.0,12,0,2019.0,11.0,2019-11,2020-08-21,0.08522552633333333,2020.0
1660,1661,C11714,2019-11-27,2020-08-18,7919.563494,1.0,85.54,0.0,85.54,9945.280243000001,0.22222199999999998,0.0,0.11111099999999999,0.44444399999999995,10,2,10000.0,1594.977158,1712.713459,0.0,9,0,2019.0,11.0,2019-11,2020-08-18,0.9945280243000001,2020.0
1661,1662,C11715,2019-11-27,2020-06-15,4707.131609,0.636364,7066.08,4534.03,2532.05,5192.290154,0.583333,0.333333,0.5,0.25,12,87,10000.0,5352.856606,6887.163504000001,0.0,12,0,2019.0,11.0,2019-11,2020-06-15,0.5192290154,2020.0
1662,1663,C11716,2019-11-27,2020-08-19,1915.2456320000001,1.0,39.0,39.0,0.0,92.668977,0.083333,0.083333,0.0,0.083333,1,1,1950.0,542.919146,814.880073,0.0,12,0,2019.0,11.0,2019-11,2020-08-19,0.047522552307692305,2020.0
1663,1664,C11717,2019-11-27,2020-09-02,392.667425,1.0,4015.23,4015.23,0.0,0.0,1.0,1.0,0.0,0.0,0,26,7500.0,3189.923177,176.9102,0.916667,12,0,2019.0,11.0,2019-11,2020-09-02,0.0,2020.0
1664,1665,C11718,2019-11-27,2020-08-07,104.57287,1.0,937.56,630.0,307.56,0.0,0.666667,0.083333,0.666667,0.0,0,13,6000.0,870.8746570000001,179.369855,0.583333,12,0,2019.0,11.0,2019-11,2020-08-07,0.0,2020.0
1665,1666,C11719,2019-11-27,2020-10-23,2257.542109,1.0,0.0,0.0,0.0,1082.684755,0.0,0.0,0.0,0.083333,1,0,3000.0,464.716284,659.553866,0.0,12,0,2019.0,11.0,2019-11,2020-10-23,0.3608949183333333,2020.0
1666,1667,C11720,2019-11-27,2020-06-11,75.070011,0.9,898.45,0.0,898.45,0.0,0.9,0.0,0.8,0.0,0,11,4000.0,743.3588440000001,146.723712,1.0,10,0,2019.0,11.0,2019-11,2020-06-11,0.0,2020.0
1667,1668,C11721,2019-11-27,2020-10-16,7533.854421999999,1.0,5253.06,3096.1,2156.96,0.0,0.916667,0.833333,0.75,0.0,0,78,20500.0,1790.3949489999998,1727.487481,0.0,12,0,2019.0,11.0,2019-11,2020-10-16,0.0,2020.0
1668,1669,C11722,2019-11-27,2020-08-11,628.384411,1.0,887.3,840.0,47.3,279.55791800000003,0.25,0.166667,0.083333,0.083333,1,6,2000.0,177.70830700000002,181.27170900000002,0.0,12,0,2019.0,11.0,2019-11,2020-08-11,0.139778959,2020.0
1669,1670,C11723,2019-11-27,2020-09-26,165.808096,0.714286,981.19,823.39,157.8,0.0,0.714286,0.571429,0.28571399999999997,0.0,0,16,9000.0,672.4468929999999,105.35066499999999,0.25,7,0,2019.0,11.0,2019-11,2020-09-26,0.0,2020.0
1670,1671,C11724,2019-11-27,2020-07-08,5329.544052,1.0,1651.64,1088.79,562.85,0.0,0.416667,0.166667,0.416667,0.0,0,18,5500.0,1587.462442,2098.6644539999998,0.0,12,0,2019.0,11.0,2019-11,2020-07-08,0.0,2020.0
1671,1672,C11725,2019-11-27,2020-08-14,1171.429087,0.909091,1845.42,1845.42,0.0,0.0,0.25,0.25,0.0,0.0,0,7,3000.0,3073.6037690000003,855.360889,0.1,12,0,2019.0,11.0,2019-11,2020-08-14,0.0,2020.0
1672,1673,C11726,2019-11-28,2020-09-21,99.912238,1.0,730.2,165.0,565.2,0.0,1.0,0.14285699999999998,0.857143,0.0,0,13,1000.0,463.326909,101.91961500000001,0.5,7,0,2019.0,11.0,2019-11,2020-09-21,0.0,2020.0
1673,1674,C11728,2019-11-28,2020-07-02,114.295749,1.0,109.8,0.0,109.8,0.0,0.75,0.0,0.75,0.0,0,12,1000.0,115.418223,165.03489,0.0,12,0,2019.0,11.0,2019-11,2020-07-02,0.0,2020.0
1674,1675,C11729,2019-11-28,2020-05-21,287.099648,0.818182,2693.64,640.5,2053.14,0.0,0.75,0.25,0.75,0.0,0,33,9000.0,2258.647459,190.21182,0.125,12,0,2019.0,11.0,2019-11,2020-05-21,0.0,2020.0
1675,1676,C11730,2019-11-28,2020-10-18,5867.560972,1.0,609.0,109.06,499.94,3397.577504,0.583333,0.083333,0.416667,0.333333,9,11,7000.0,1498.619792,1736.8215440000001,0.0,12,0,2019.0,11.0,2019-11,2020-10-18,0.4853682148571428,2020.0
1676,1677,C11731,2019-11-28,2020-05-18,7499.30365,1.0,350.57,350.57,0.0,948.2937890000001,0.083333,0.083333,0.0,0.25,6,3,7500.0,1326.4340539999998,19060.53475,0.0,12,0,2019.0,11.0,2019-11,2020-05-18,0.12643917186666667,2020.0
1677,1678,C11732,2019-11-28,2020-04-23,23.331936,0.454545,1194.96,0.0,1194.96,0.0,1.0,0.0,1.0,0.0,0,17,1600.0,1381.5517220000002,28.452913,0.0,12,0,2019.0,11.0,2019-11,2020-04-23,0.0,2020.0
1678,1679,C11733,2019-11-28,2020-10-28,262.72362200000003,0.818182,2365.07,2125.07,240.0,0.0,0.75,0.5,0.416667,0.0,0,26,9000.0,3095.8317690000003,177.879065,0.636364,12,0,2019.0,11.0,2019-11,2020-10-28,0.0,2020.0
1679,1680,C11734,2019-11-28,2020-05-21,204.584048,0.818182,0.0,0.0,0.0,628.366944,0.0,0.0,0.0,0.25,3,0,1600.0,1933.810453,152.106855,0.0,12,0,2019.0,11.0,2019-11,2020-05-21,0.39272934,2020.0
1680,1681,C11735,2019-11-28,2020-07-18,4977.237859000001,1.0,61.99,61.99,0.0,7448.329320000001,0.083333,0.083333,0.0,0.5,22,1,6500.0,6850.235626000001,1587.042735,0.0,12,0,2019.0,11.0,2019-11,2020-07-18,1.1458968184615386,2020.0
1681,1682,C11736,2019-11-28,2020-06-29,433.677841,1.0,1391.89,1088.83,303.06,0.0,0.833333,0.833333,0.333333,0.0,0,19,7000.0,2312.220888,178.06847,0.25,12,0,2019.0,11.0,2019-11,2020-06-29,0.0,2020.0
1682,1683,C11737,2019-11-28,2020-10-20,1220.493289,0.363636,0.0,0.0,0.0,5607.394437,0.0,0.0,0.0,0.25,3,0,6000.0,566.644234,1112.634979,0.0,12,0,2019.0,11.0,2019-11,2020-10-20,0.9345657395,2020.0
1683,1684,C11738,2019-11-28,2020-08-13,3740.9077310000002,1.0,0.0,0.0,0.0,116.63214099999999,0.0,0.0,0.0,0.083333,1,0,4000.0,128.371777,27146.02678,0.0,12,0,2019.0,11.0,2019-11,2020-08-13,0.02915803525,2020.0
1684,1685,C11739,2019-11-28,2020-10-09,1669.0162599999999,1.0,892.3,517.3,375.0,295.812224,0.916667,0.75,0.416667,0.083333,1,14,1800.0,1065.8042599999999,1027.885496,0.0,12,0,2019.0,11.0,2019-11,2020-10-09,0.16434012444444446,2020.0
1685,1686,C11740,2019-11-28,2020-10-03,117.61713400000001,1.0,1081.23,100.0,981.23,0.0,0.916667,0.083333,0.833333,0.0,0,29,2100.0,1024.8068859999998,173.322076,1.0,12,0,2019.0,11.0,2019-11,2020-10-03,0.0,2020.0
1686,1687,C11741,2019-11-28,2020-06-04,3802.910134,1.0,0.0,0.0,0.0,1448.031295,0.0,0.0,0.0,0.333333,12,0,4000.0,915.9006019999999,1718.3636789999998,0.0,12,0,2019.0,11.0,2019-11,2020-06-04,0.36200782375,2020.0
1687,1688,C11742,2019-11-28,2020-07-26,43.354029,1.0,617.34,0.0,617.34,0.0,0.916667,0.0,0.916667,0.0,0,19,1200.0,564.8452440000001,160.071637,0.583333,12,0,2019.0,11.0,2019-11,2020-07-26,0.0,2020.0
1688,1689,C11743,2019-11-28,2020-05-27,4530.639094,1.0,0.0,0.0,0.0,3162.719581,0.0,0.0,0.0,0.25,5,0,8000.0,995.539176,1032.384353,0.0,12,0,2019.0,11.0,2019-11,2020-05-27,0.39533994762499997,2020.0
1689,1690,C11744,2019-11-28,2020-05-27,3529.587012,1.0,0.0,0.0,0.0,3969.324981,0.0,0.0,0.0,0.666667,14,0,9000.0,3603.147293,1207.117316,0.0,12,0,2019.0,11.0,2019-11,2020-05-27,0.441036109,2020.0
1690,1691,C11745,2019-11-28,2020-06-16,5052.910787,1.0,1062.63,343.15,719.48,,0.916667,0.5,0.75,0.583333,20,29,6000.0,917.236699,1573.961394,0.0,12,0,2019.0,11.0,2019-11,2020-06-16,,2020.0
1691,1692,C11746,2019-11-28,2020-04-25,51.923357,0.3,835.31,250.0,585.31,0.0,0.5,0.1,0.4,0.0,0,13,7000.0,832.140348,70.583398,0.25,10,0,2019.0,11.0,2019-11,2020-04-25,0.0,2020.0
1692,1693,C11747,2019-11-28,2020-04-27,144.01288200000002,0.636364,675.53,675.53,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,1945.250404,271.90089,0.0,12,0,2019.0,11.0,2019-11,2020-04-27,0.0,2020.0
1693,1694,C11749,2019-11-28,2020-08-21,293.803208,1.0,380.59,332.52,48.07,118.972449,0.166667,0.083333,0.083333,0.083333,1,3,10000.0,1172.022584,194.55397,0.0,12,0,2019.0,11.0,2019-11,2020-08-21,0.0118972449,2020.0
1694,1695,C11750,2019-11-28,2020-08-26,11.188595,0.454545,159.84,0.0,159.84,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,110.86073799999998,57.545593999999994,0.0,12,0,2019.0,11.0,2019-11,2020-08-26,0.0,2020.0
1695,1696,C11751,2019-11-28,2020-09-28,516.814969,1.0,276.52,141.96,134.56,584.976769,0.25,0.25,0.083333,0.083333,1,8,1500.0,927.381808,190.87536200000002,0.0,12,0,2019.0,11.0,2019-11,2020-09-28,0.38998451266666667,2020.0
1696,1697,C11752,2019-11-28,2020-06-21,1134.1220529999998,1.0,288.39,0.0,288.39,0.0,0.416667,0.0,0.416667,0.0,0,10,1400.0,2155.314664,12256.998520000001,0.083333,12,0,2019.0,11.0,2019-11,2020-06-21,0.0,2020.0
1697,1698,C11753,2019-11-28,2020-08-26,11670.17985,1.0,4872.6,0.0,4872.6,0.0,1.0,0.0,1.0,0.0,0,52,11500.0,5031.032515,9627.891511,0.0,12,0,2019.0,11.0,2019-11,2020-08-26,0.0,2020.0
1698,1699,C11754,2019-11-28,2020-05-08,1569.88775,1.0,741.66,309.66,432.0,2710.9970940000003,0.416667,0.333333,0.083333,0.166667,3,8,4000.0,3306.369832,503.399492,0.0,12,0,2019.0,11.0,2019-11,2020-05-08,0.6777492735,2020.0
1699,1700,C11755,2019-11-28,2020-10-16,4532.4334340000005,1.0,1433.26,1433.26,0.0,364.852384,0.166667,0.166667,0.0,0.083333,1,2,7000.0,3039.325393,2172.3027859999997,0.0,12,0,2019.0,11.0,2019-11,2020-10-16,0.05212176914285714,2020.0
1700,1701,C11756,2019-11-28,2020-06-01,5505.828486,1.0,0.0,0.0,0.0,193.187682,0.0,0.0,0.0,0.25,3,0,6000.0,1355.058674,2345.198755,0.0,12,0,2019.0,11.0,2019-11,2020-06-01,0.032197947,2020.0
1701,1702,C11757,2019-11-28,2020-05-25,2843.394382,1.0,0.0,0.0,0.0,3133.305504,0.0,0.0,0.0,0.166667,6,0,6000.0,680.3881849999999,1076.3344650000001,0.0,12,0,2019.0,11.0,2019-11,2020-05-25,0.522217584,2020.0
1702,1703,C11758,2019-11-28,2020-10-17,2391.214539,1.0,4186.49,3313.0,873.49,0.0,1.0,0.916667,0.916667,0.0,0,50,4000.0,2710.98198,561.918093,0.0,12,0,2019.0,11.0,2019-11,2020-10-17,0.0,2020.0
1703,1704,C11759,2019-11-29,2020-05-15,2270.950105,1.0,1403.42,77.0,1326.42,0.0,0.916667,0.083333,0.916667,0.0,0,12,8500.0,830.130725,582.4890740000001,0.0,12,0,2019.0,11.0,2019-11,2020-05-15,0.0,2020.0
1704,1705,C11760,2019-11-29,2020-10-14,5193.415429,1.0,3584.8,2204.52,1380.28,0.0,1.0,1.0,1.0,0.0,0,52,15500.0,1734.349114,1322.868997,0.0,12,0,2019.0,11.0,2019-11,2020-10-14,0.0,2020.0
1705,1706,C11761,2019-11-29,2020-08-21,2431.193194,1.0,0.0,0.0,0.0,195.932353,0.0,0.0,0.0,0.083333,1,0,4000.0,976.859575,685.9958849999999,0.0,12,0,2019.0,11.0,2019-11,2020-08-21,0.04898308825,2020.0
